# File generated by Flopy version 3.10.0 on 08/28/2026 at 12:37:11.
BEGIN dimensions
  NROW  10
  NCOL  4
END dimensions

BEGIN table
       9.34350000       0.00000000       7.33760000       7.33760000
       9.84350000      26.36967600      98.14110000      98.14110000
      10.34350000      98.14105500     188.94450000     188.94450000
      10.84350000     215.31413600     279.74790000     279.74790000
      11.34350000     377.88892100     370.55130000     370.55130000
      11.84350000     585.86540800     461.35470000     461.35470000
      12.34350000     839.24359800     552.15810000     552.15810000
      12.84350000    1138.02349200     642.96150000     642.96150000
      13.34350000    1482.20508800     733.76490000     733.76490000
      15.34350000    2949.73487700     733.76490000     733.76490000
END table

