# File generated by Flopy version 3.10.0 on 08/28/2026 at 12:37:11.
BEGIN dimensions
  NROW  10
  NCOL  4
END dimensions

BEGIN table
      26.64700000       0.00000000       2.82830000       2.82830000
      27.14700000      10.16422300      37.82860000      37.82860000
      27.64700000      37.82858500      72.82890000      72.82890000
      28.14700000      82.99308600     107.82910000     107.82910000
      28.64700000     145.65772800     142.82940000     142.82940000
      29.14700000     225.82250900     177.82970000     177.82970000
      29.64700000     323.48743000     212.83000000     212.83000000
      30.14700000     438.65249000     247.83030000     247.83030000
      30.64700000     571.31769000     282.83050000     282.83050000
      32.64700000    1136.97876900     282.83050000     282.83050000
END table

