# File generated by Flopy version 3.10.0 on 08/28/2026 at 12:37:11.
BEGIN dimensions
  NROW  10
  NCOL  4
END dimensions

BEGIN table
      27.94900000       0.00000000       2.88010000       2.88010000
      28.44900000      10.35042700      38.52160000      38.52160000
      28.94900000      38.52158800      74.16310000      74.16310000
      29.44900000      84.51348500     109.80450000     109.80450000
      29.94900000     148.32611600     145.44600000     145.44600000
      30.44900000     229.95948300     181.08750000     181.08750000
      30.94900000     329.41358400     216.72890000     216.72890000
      31.44900000     446.68842000     252.37040000     252.37040000
      31.94900000     581.78399000     288.01190000     288.01190000
      33.94900000    1157.80774300     288.01190000     288.01190000
END table

